target,text
zd,"siemens инвестирует американские предприятия млн долларов сша соответствии глобальной стратегией инвестиций объеме млрд долл. сша, направленной укрепление лидирующих позиций компании области цифровизации, электрификации устойчивого развития, siemens направила г. около млн долл. развитие своих предприятий сша, результате должны появиться около новых рабочих мест. кроме сша, средства выделяются создание новых модернизацию существующих предприятий китае, юговосточной азии европе. строительство предприятия, ориентированного выпуск пассажирских вагонов, также техническое обслуживание ремонт локомотивов пассажирских вагонов лексингтоне штат северная каролина г. вложено..."
zd,"продлен срок подачи предложений всм куала‑лумпур — сингапур малайзийская госкорпорация myhsr перенесла срок подачи концептуальных предложений проекту строительства высокоскоростной линии куалалумпур — сингапур ноября г. января г. настаивали % компаний, которые намереваются участвовать квалификационном отборе, успевают сформировать консорциумы договориться условиях финансирования проекта. конце июля г. myhsr присутствии представителей местных зарубежных компаний провела презентацию обзором процесса запроса информации rfi одного этапов отбора претендентов участие проекте новой всм. проект планируется реализовать условиях..."
zd,"стокгольме началась эксплуатация новых пригородных поездов узкой колеи стокгольме сети пригородных линий roslagsbanan колеи мм началась эксплуатация электропоездов серии xp постройки компании stadler. контракт стоимостью млн швейц. фр., заключенный апреле г. региональной транспортной администрацией storstockholms lokaltrafik sl, включал поставку поездов опцию заказа ед. первый поезд новой серии отправился рейс октября г., остальные приступят перевозкам пассажиров мере подготовки машинистов персонала, обеспечивающего техническое обслуживание. трехвагонные поезда длиной м кузовами шириной мм алюминиевого сплава, спроектированные движения максимальной скоростью км/ч, быстрее..."
zd,"британский оператор испытал бортовую систему опробования тормозов грузового поезда грузовой оператор gb railfreight успешно завершил четырехнедельные испытания системы опробования тормозов выполнения других процедур, связанных подготовкой поездов рейсу. система разработана сотрудничестве компаниями icomera, dg sensei networks. основана технологии интернета вещей предусматривает применение бортовых датчиков, которые радиоканалу передают данные состоянии вагонов подготовке поезда рейсу машинисту центр управления. бортовые датчики питанием аккумуляторных батарей способны контролировать состояние стояночного тормоза давление тормозной магистрали тормозных цилиндрах. данные передаются сети радиосвязи низким энергопотреблением кабину машиниста и..."
zd,"открылась первая очередь испытательного центра сингапуре введена эксплуатацию первая очередь сингапурского центра испытаний железнодорожной техники singapore rail test centre — srtc площадью га, который стал первым подобным полигоном юговосточной азии. контракт строительство центра, известного ранее аббревиатурой ittc, транспортная администрация сингапура lta подписала апреле г. южнокорейской корпорацией gs engineering & construction. первая очередь включает путь испытаний скорости движения км/ч. нем тестируют..."
zd,"škoda оборудует устройствами etcs путевые машины speno international škoda group договорилась стратегическом партнерстве швейцарской компанией speno international, одним ведущих мире изготовителей путевых машин. контракт предусматривает сотрудничество сторон оснащении устройствами европейской системы управления движением поездов etcs путевых машин. škoda group это первый контракт швейцарском рынке. феврале г. купила долю , % signalling company — бельгийском разработчике технических решений сфере жат. первом этапе устройства etcs будут интегрированы четыре путевые машины, дальнейшем планируется оснащение машин. цель состоит оборудовании..."
zd,"лонгрид выходные. перспективы европейского рынка подвижного состава ecorys — одна старейших европейских консалтинговых компаний заказу комитета транспорту туризму европейского парламента провела исследование целью оценки прогнозируемого спроса подвижной состав поставок странах евросоюза г., также оценки влияния проводимой ес политики созданию единого европейского железнодорожного пространства усиление рыночной конкуренции, числе участием компаний государств, входящих ес."
zd,"škoda group поставит брно вагонов трамвая forcity smart марте г. оператор общественного транспорта брно dopravní podnik města brna, dpmb, второго величине города чехии, получил финансирование европейского союза размере млн чеш. крон. это позволило оператору реализовать опцию рамочного соглашения, заключенного компанией škoda group феврале г. включавшего твердый заказ пять вагонов трамвая forcity smart возможностью приобретения ед. согласно контракту стоимостью , млрд чеш. крон, подписанному ноябре г., škoda group поставит брно вагонов forcity smart t, которые заменят устаревшие вагоны кт, выпущенные конце — начале ‑х годов. пять вагонов планируется поставить г., остальные — в..."
zd,"alstom crosscountry продлили договор обслуживание дизель‑поездов voyagers alstom британский оператор crosscountry входит состав arriva uk trains продлили лет г. договор обслуживание дизельпоездов voyagers. соответствии соглашением стоимостью млн евро alstom продолжит выполнять работы техническому обслуживанию, ремонту, экипировке уборке вагонов, входящих состав дизельпоездов серии voyagers — серии super voyagers, построенных компанией bombardier приобретена alstom г. – гг. поезда обслуживают депо alstom централриверз, расположенном центре великобритании. семь поездов voyagers пополнят парк crosscountry того, будут выведены эксплуатации оператором avanti west coast. кроме обеспечения видов обслуживания, рамках соглашения поезда оборудуют..."
zd,"sj станет оператором пригородных перевозках стокгольма вместо mtr администрация общественного транспорта столицы швеции storstockholms lokaltrafik sl передает национальному оператору sj право обслуживание начиная марта г. столичной сети пригородных сообщений pendeltåg, состоящей четырех линий суммарной протяженностью км станциями годовым объемом перевозок млн пассажиров. настоящее время сеть обслуживает оператор mtr pendeltågen, входящий состав дочернего предприятия mtr nordic корпорации mtr гонконг, действующему г. ‑летнему контракту, котором предусмотрена опция продления срока года. мае г. sl уведомила mtr pendeltågen, планирует продлевать контракт основании, оператор обеспечивает должного уровня обслуживания пассажиров, допуская частые..."
zd,"четыре компании займутся комплексной реконструкцией железной дороги riedbahn железные дороги германии db итогам общеевропейского тендера выбрали четырех подрядчиков реализации пилотного проекта комплексной реконструкции железной дороги riedbahn, соединяющей франкфуртнамайне мангейм. ими стали строительные компании leonhard weiss, spitzke swietelsky baugesellschaft, также siemens mobility, которая отвечает системы управления обеспечения безопасности движения поездов. это первый проект масштабной программы модернизации железнодорожной инфраструктуры германии, предусматривающей, частности, создание высокопроизводительной опорной сети протяженностью км. учетом значительного объема работ, которые предстоит выполнить сжатые сроки мес полным..."
zd,"нэвз передал оао ржд электровоз эск № новочеркасский электровозостроительный завод нэвз, входит состав трансмашхолдинга отправил оао ржд грузовой магистральный электровоз переменного тока эск № семейства ермак. эксплуатироваться депо чита забайкальской дирекции тяги. первый трехсекционный электровоз семейства ермак изготовлен г. базе двухсекционного локомотива эск коллекторными тяговыми двигателями. отличие базовой модели оснащен бустерной секцией, позволяет увеличить мощность квт. электровоз водить поезда повышенной массы горным участкам крутыми подъемами. это дает возможность отказаться от..."
zd,"ремонт готардском базисном тоннеле затянется сентября года федеральные железные дороги швейцарии sbb сообщили, движение готардском базисном тоннеле восстановлено полном объеме сентябре г. результаты обследования показали, устранения повреждений, обусловленных сходом вагонов грузового поезда западной трубе, потребуется полная замена рельсов, полушпал бетонного основания пути участке длиной км. sbb посчитали нецелесообразным ограничиться устранением локальных повреждений, поскольку таких мест участке слишком много. кроме того, предстоит установить новые стационарные противопожарные ворота заменить скоростных стрелочных перевода съезде трубами тоннеля. настоящее время ремонте тоннеля непрерывно заняты..."
zd,"ташкенте проходит первый транспортный форум шос ташкенте проходит первый транспортный форум шанхайской организации сотрудничества шос, котором принимают участие представители транспортных ведомств стран — членов шос компаний стран. ключевыми темами форума являются развитие транспортной инфраструктуры, создание новых повышение эффективности использования существующих транспортнологистических коридоров, также меры увеличению перевозочного потенциала транспортной сети пространстве шос. подписаны меморандумы, предусматривающие создание транспортных коридоров..."
zd,"сиань алматы совместно создадут транспортнологистические комплексы конце октября г. алматы дан старт строительству нового грузового терминала, который должен стать основой платформы транспортнологистических услуг электронной торговли региона. новый грузовой хаб месте пересечения основных международных маршрутов позволит успешно консолидировать грузы, числе электронной коммерции, поступающие регионов китая адрес грузополучателей агломерации алматы. новый терминал создан базе существующей грузовой площадки оператора кедентранссервис позволит значительно увеличить перерабатывающую способность, числе складов временного хранения. территории около га планируется построить..."
zd,"canadian national стала совладельцем железной дороги cbns востоке канады североамериканская железная дорога первого класса canadian national cn купила корпорации genesee & wyoming долю компании cape breton & central nova scotia railway cbns, которая располагает канадской провинции новая шотландия активно используемыми линиями длиной км общей протяженности сети км. эксплуатировать малую железную дорогу продолжит подразделение корпорации genesee & wyoming, партнерство которой позволит cn усилить позиции востоке канады. железная дорога cbns ранее принадлежала cn, г. продана холдингу railtex, который..."
zd,"сингапуре завершена программа обновления линий метро north‑south east‑west транспортная администрация сингапура lta завершила многолетнюю программу обновления инфраструктуры подвижного состава линиях north‑south east‑west nsewl. начиная г. работы выполнялись поэтапно сотрудничестве оператором городского рельсового транспорта сингапура smrt trains. замену деревянных шпал железобетонными завершили декабре г., обновление третьего контактного рельса — сентябре г., внедрение системы управления движением поездов радиоканалу cbtc — г. следующих этапах приступили замене рельсовых цепей, модернизации системы энергоснабжения обновлению подвижного состава. рельсовые цепи используются совместно cbtc, позволяя регулировать движение сбоях работе системы выявлять..."
zd,"столице швейцарии пустили первые вагоны трамвая tramlink bernmobil — оператор общественного транспорта берна приступил ноября г. регулярной эксплуатации первых вагонов трамвая семейства tramlink этапа испытаний, который продлился несколько месяцев. контракт поставку низкопольных вагонов трамвая колеи мм ед. двумя кабинами управления ед. одной кабиной подписан компанией stadler конце г. поставки должны завершиться г. первоначально трамваи tramlink будут курсировать линии , г. заменят вагоны двух серий линии , срок эксплуатации которых подходит концу. семисекционные вагоны tramlink длиной , м шириной , м рассчитаны на..."
zd,"абр инвестирует млн долларов сша железные дороги намибии совет директоров африканского банка развития абр согласовал выделение намибии кредита размере , млн долл. сша реализацию второго этапа проекта модернизации транспортной инфраструктуры страны. это половины требуемых инвестиций проект, остальные средства выделяет правительство намибии. проект предусматривает строительство нового пути длиной км участке кранцберг — очиваронго, который пройдет рядом трассой железной дороги, соединяющей город уолфишбей находится крупнейший порт страны цумеб северными регионами намибии границы анголой. участке планируется уложить..."
zd,"электропоезд иволга . испытали скоростном полигоне белореченске электропоезд постоянного тока иволга . постройки тверского вагоностроительного завода твз, входит состав трансмашхолдинга успешно прошел испытания скоростном полигоне белореченске прибыл экспериментальное кольцо щербинку завершения комплекса предварительных сертификационных испытаний. новый поезд % изготовлен комплектующих отечественного производства. числе такие ключевые узлы, тормозная система тяговый привод. отличие поездов иволга предыдущих моделей новой версии промежуточных вагонах входных двери вместо двух. августе..."
zd,"нидерландах электрифицируют линию неймеген — рурмонд оператор инфраструктуры железных дорог нидерландов prorail заключил компанией swietelsky rail benelux контракт модернизацию электрификацию основном однопутной линии maaslijn неймеген — рурмонд протяженностью км. это одна самых длинных интенсивно используемых неэлектрифицированных линий нидерландах, поезда оператора arriva nederland ежедневно перевозят порядка тыс. пассажиров. проект нацелен повышение провозной способности линии, включает работы удвоению путей четырех участках, модернизацию ликвидацию железнодорожных переездов спрямление кривых, позволит увеличить скорость движения поездов км/ч. общая стоимость работ оценивается млн евро, завершить планируется..."
zd,коллеги журнала аси запустили сегодня собственный телеграмканал
zd,"еврокомиссия судится испанией из‑за железнодорожного законодательства еврокомиссия приняла решение обратиться суд ес иском испании связи невыполнением страной условий корректного отражения национальном праве положений директивы //eu создании единого европейского железнодорожного пространства. комиссия считает, ряд положений национального права испании сфере железных дорог соответствует положениям директивы. частности, обеспечены независимость администрации оператора железнодорожной инфраструктуры испании adif плане установления платы за..."
zd,"wabtec представила магистральный аккумуляторный локомотив нового поколения компания wabtec представила магистральный аккумуляторный локомотив flxdrive, который предназначен тяги тяжеловесных поездов австралийской горнодобывающей компании roy hill, обращающихся рудником портом регионе пилбара западной австралии. локомотив оборудован тяговыми аккумуляторами суммарной емкостью мвт·ч. контракт компанией roy hill поставку локомотива подписан осенью г. тяги поездов массой тыс. т длиной м компания roy hill применяет четыре тепловоза серии esaci. планируется добавлять локомотив flxdrive, тяговые аккумуляторы которого будут подзаряжаться счет рекуперативного торможения движении груженого поезда железной рудой уклоне направлении порта линии длиной км. накопленная энергия использована для..."
zd,"rcg приступил массовым перевозкам сахарной свеклы австрии венгрии традиционно октября конец января следующего года главным сельскохозяйственным грузом оператора rail cargo group rcg — дочерней компании федеральных железных дорог австрии öbb становится сахарная свекла. базах федеральных землях нижняя верхняя австрия, бургенланд, штирия каринтия корнеплоды накапливают погрузки поезда. ежедневно маршрутных сборных поездов доставляют т груза каждый заводы переработке сахарной свеклы австрийской промышленной компании agrana тульне леопольдсдорфе. суммарный объем перевозок период приближается к..."
zd,"австрия инвестирует , млрд евро железнодорожную инфраструктуру согласованный властями австрии рамочный план – гг. предусматривает инвестиции размере , млрд евро обновление существующих строительство новых железнодорожных линий станций. действовавший ранее план – гг. охватывал инвестиции размере млрд евро. принятие нового рамочного плана обусловлено ростом цен инфляционными процессами еврозоне, потребовало пересмотра смет графиков реализации инфраструктурных проектов федеральных железных дорог австрии öbb. продолжено выполнение текущих крупных проектов, таких строительство земмерингского бреннерского базисных тоннелей, также высокоскоростной линии koralm, испытательные поездки по..."
zd,"минске принята тарифная политика железных дорог снг год минске – октября г. состоялась хххii тарифная конференция железнодорожных администраций — участниц тарифного соглашения стран снг, которой приняли участие представители азербайджана, армении, беларуси, грузии, казахстана, кыргызстана, россии, таджикистана, туркменистана узбекистана, также совета железнодорожному транспорту государств — участников содружества. конференции принята тарифная политика железных дорог государств — участников снг перевозках грузов международном сообщении фрахтовый год, функции управления делами тарифной политики возложены железнодорожную администрацию казахстана. подписывая лет назад первое тарифное соглашение, участники договорились..."
zd,"болиды ferrari впервые доставили месту гонок формулы‑ железной дороге компания ceva logistics занимается транспортнологистическим обслуживанием итальянской автогоночной команды scuderia ferrari г. г. болиды оборудование scuderia ferrari перевозят местами проведения гонок гран‑при, используя вместо воздушного транспорта морской автомобильный транспорт. североамериканских этапах формулы‑ впервые истории scuderia ferrari доставки техники, размещенной шести ‑футовых контейнерах, монреалем канада, остином штата техас лас‑вегасом штата невада привлекли железнодорожных операторов. суммарная протяженность маршрутов этими городами составляет почти..."
zd,"праге продлили две линии трамвая северозападе столицы чехии октября г. введен эксплуатацию участок дивока шарка — дедина длиной , км пятью остановками, создавший удобное сообщение недавно построенным жилым комплексом. этому участку проходят дневные маршруты . строительные работы выполнены компанией subterra мес контракту оператором общественного транспорта праги dpp. стоимость проекта составила , млн чеш. крон, средства частично поступили программе европейского союза. перспективе планируется строительство участка длиной около км железнодорожной станции длоуга миля, сооружение которой ведется рамках проекта создания железнодорожного сообщения международным аэропортом праги. проект продления линии трамвая одобрен..."
zd,"британский пассажирский оператор установит инспекционный портал подходе депо пассажирский оператор southeastern, выполняющий перевозки лондоном городами юговостоке великобритании, подписал компаниями siemens mobility eversholt rail контракт, предусматривающий создание автоматической системы инспектирования подвижного состава. компания eversholt rail специализируется предоставлении услуг лизинга подвижного состава великобритании. инспекционный портал системы смонтирован путях депо портовом городе рамсгите. портал оборудуют камерами повышенной чувствительностью лазерными датчиками, позволит собирать и..."
zd,"мес г. железные дороги китая перевезли , млрд т грузов января сентябрь г. железные дороги китая cr суммарно перевезли , млрд т грузов, числе , млн teu, , % больше, соответствующий период прошлого года, , млн teu +, % — железнодорожноводном сообщении. основной акцент сделан перевозках стратегически важных экономики страны жизнеобеспечения населения грузов, включая , млрд т энергетического угля. среднесуточная погрузка составила , тыс. вагонов. крупнейшие припортовые железные дороги среднем обрабатывали , тыс. отправок сутки +, %, числе , тыс. — железной руды +, %. повышается качество сервисов международных перевозок, числе счет обслуживания портале компании china railway express cre. увеличиваются длина и..."
zd,"евросоюз согласовал поглощение бизнеса thales gts компанией hitachi rail европейская комиссия согласовала сделку стоимостью , млрд евро приобретению японской компанией hitachi rail бизнесблока ground transportation systems gts французской thales. начале октября г. сделку одобрил британский регулятор competition markets authority cma. ранее еврокомиссия, cma негативно относились этому поглощению, опасаясь снижения уровня конкуренции рынках железнодорожной автоматики германии, франции великобритании. компромисс достигнут, hitachi rail согласилась продать..."
zd,"выпущенный лет назад тепловоз переоборудован аккумуляторный локомотив великобритании маневровый тепловоз серии , построенный ‑е годы, переоборудован оснащен тяговыми аккумуляторными батареями. последние годы простаивал изза отсутствия запасных частей, числе таких критически важных, коленчатый вал поршни дизеля. специалисты компании positive traction создали основе выделяющий вредных выбросов локомотив, который использовать путях сортировочных станций промышленных предприятий. локомотив оснащен поставленными компанией lithion battery литийжелезофосфатными тяговыми аккумуляторными батареями, которые размещены силовом блоке pt powerpod, содержащем также..."
zd,"финляндии графиковые поезда оборудуют системами мониторинга пути рамках пилотного проекта финского агентства транспортной инфраструктуры ftia электровозе серии sr национального оператора vr group целью тестирования установлено измерительное оборудование. проект реализуют компании vr fleetcare дочернее предприятие обслуживанию подвижного состава оператора vr group eke‑electronics. предварительный этап проекта длительностью мес завершен. локомотив используется тяги графиковых поездов, измерения состояния пути осуществляются ежедневно, суточный пробег среднем составляет км. предварительном этапе обследовано приблизительно..."
zd,"железная дорога norfolk southern внедряет инспекционные порталы базе ии североамериканская железная дорога первого класса norfolk southern разворачивает своей сети цифровые порталы основе ии инспектирования движении грузовых поездов. аппаратные средства порталов разработаны институтом технических исследований штата джорджия gtri, программное обеспечение — группами специалистов norfolk southern обработке данных, искусственному интеллекту механическим системам. завершить размещение цифровых инспекционных порталов сети norfolk southern протяженностью тыс. км планируется до..."
zd,"чехии предоставлен рекордный кредит модернизацию железных дорог европейский инвестиционный банк еиб подписал министерством финансов чехии соглашение, предусматривающее выделение млрд чешск. крон млн евро модернизацию линий, входящих состав трансъевропейской железнодорожной сети ten‑t, развертывание европейской системы управления движением поездов etcs. это крупнейший кредит еиб числа когдалибо предоставленных чехии. кредит еиб использован, частности, реализации программы железных дорог чехии sž, направленной повышение безопасности движения поездов охватывающей модернизацию устройств ограждения переездов, оснащение путевых машин бортовыми устройствами etcs повышение киберзащищенности. средств кредита будут также профинансированы..."
zd,"лионе открылся участок продления автоматизированной линии метро транспортная администрация лиона sytral mobilités пассажирский оператор keolis октября г. ввели эксплуатацию участок продления двумя новыми станциями линии b метро, позволит улучшить транспортное обслуживание населения югозападных районов лиона, проживает около тыс. чел. проект создания нового подземного участка длиной , км стоимостью млн евро финансировали национальное правительство, власти города лион департамента рона, также администрация sytral mobilités. строительство вели течение лет использованием..."
zd,"завершаются испытания электропоезда ласточка новой серии завод уральские локомотивы завершает приемочные сертификационные испытания электропоезда ласточка серии эс. тяговоэнергетические динамикопрочностные испытания поезда проводились экспериментальном кольце вниижта щербинке. выполнены свето электротехнические испытания. проверена эффективность защиты боксования юза, работоспособность электропоезда повышенном пониженном напряжении контактной сети. испытана работа тормозов, числе включении стопкрана кнопки аварийного торможения. скоростном полигоне вниижта белореченске завершена..."
zd,октябрьский номер журнала железные дороги мира содержание октябрьского номера ждм ￭ новости ￭ metropolitan network — перспективная сеть всм европе ￭ аргентина восстановление пассажирских перевозок ￭ чили утроение объемов пассажирских перевозок ￭ участие узбекистана международных транспортных коридорах ￭ безопасность железных дорогах сша ￭ обновление подвижного состава железных дорог индии ￭ применение накопителей энергии дизельпоездах ￭ железная дорога джамму кашмир анонсы статей доступны сайте ждм — возможность приобрести электронные версии отдельных статей номера целиком. подписывайтесь читайте журнал железные дороги мира вся информация подписке — нашем сайте
