target,text
zd,"В Новой Зеландии запланировали значительные инвестиции в общественный транспорт
   Правительство Новой Зеландии обнародовало проект программы развития наземного транспорта на 2024 – 2034 гг. (GPS). Согласно документу, ежегодные инвестиции из Национального фонда развития наземного транспорта (NLTF) составят около 7 млрд новозеланд. долл. (примерно 4,3 млрд долл. США), из местных бюджетов — порядка 1,5 млрд новозеланд. долл.   
   Особое внимание уделяется развитию общественного транспорта в крупных городах, таких как Окленд и Веллингтон. Основная цель — снижение загруженности основных городских магистралей. В ближайшие три года, согласно GPS, в развитие сферы услуг общественного транспорта, главным образом в этих городах, предусматривается выделить 2,3 млрд новозеланд. долл., в развитие транспортной инфраструктуры, в основном опять же в Окленде и Веллингтоне,  планируется...
https://zdmira.com/news/v-novoj-zelandii-zaplanirovali-znachitelnye-investitsii-v-obshchestvennyj-transport
82"
zd,"Alstom удлинит вагоны трамвая во французском Ле‑Мане
   Le Mans Métropole, администрация города Ле‑Ман на западе Франции, заключила с компанией Alstom контракт стоимостью 57 млн евро на увеличение длины эксплуатирующихся вагонов трамвая с модернизацией ряда систем. Контракт охватывает 34 вагона семейства Citadis, поставленных Alstom в 2007, 2010 и 2013 гг. Длина вагонов будет увеличена с 32 до 44 м, благодаря чему пассажировместимость каждого повысится до 296 чел. (+85 чел.), а провозная способность всех трамваев увеличится на 40 %.
   Вагоны будут снабжены двумя дополнительными двойными дверями с каждой стороны для ускорения посадки и высадки пассажиров. 
   Поставка первых удлиненных вагонов, соответствующих требованиям доступности для лиц с ограниченной мобильностью, запланирована на...
https://zdmira.com/news/alstom-udlinit-vagony-tramvaya-vo-frantsuzskom-le-mane
83"
zd,"EuroMaint открыла в Швеции центр технического обслуживания поездов
   Шведская компания EuroMaint, купленная в 2019 г. испанской группой CAF, открыла в городе Несшё центр технического обслуживания подвижного состава, в том числе поездов, которые CAF поставляет лизинговой компании AB Transitio для обслуживания сети региональных сообщений Krösatågen на юго-западе этой скандинавской страны.
   Базовый контракт, заключенный AB Transitio и CAF в рамках соглашения от 2014 г., предусматривает поставку 20 четырехвагонных электропоездов и восьми поездов с комбинированным приводом, состоящих из трех пассажирских вагонов и вагона с силовой установкой, которая работает на биодизельном топливе. В качестве опциона предусмотрена поставка еще 19 электропоездов и семи с комбинированным приводом. Стоимость базового контракта превышает...
https://zdmira.com/news/euromaint-otkryla-v-shvetsii-tsentr-tekhnicheskogo-obsluzhivaniya-poezdov
84"
zd,"В 2024 году из Китая во Вьетнам отправлено на 56 % больше грузовых поездов
   За первые 2 мес 2024 г. подразделением железных дорог Китая в регионе Наньнин (CR‑Nanning) во Вьетнам отправлены 25 поездов с 600 TEU, что соответственно на 56 и 35 % больше, чем годом ранее. Ожидается, что рост продолжится. 
   Компании из 20 городов Гуанси-Чжуанского автономного района экспортируют в страны ASEAN, включая Вьетнам, Лаос и Таиланд, свыше 620 различных видов товаров, в том числе продукцию машиностроения, электронику, компоненты традиционной китайской медицины и фрукты. Всего через железнодорожный хаб Пинсян с начала 2024 г. пропущено более 32 тыс. т грузов, из которых 52 % — на экспорт. В частности, грузов химической промышленности отправлено больше на...
https://zdmira.com/news/v-2024-godu-iz-kitaya-vo-vetnam-otpravleno-na-56-bolshe-gruzovykh-poezdov
85"
zd,"На Канарских островах могут построить железные дороги
   Министр транспорта и устойчивой мобильности Испании Хосе Антонио Кансано объявил о достижении соглашения с властями Канарских островов по созданию рабочей группы, которая проанализирует экономическую целесообразность строительства железных дорог на двух островах — Тенерифе и Гран-Канария.     
   Представители Канарских островов вынесли на обсуждение, в частности, проекты рельсовых систем, которые соединят столицы Гран-Канарии и Тенерифе с соответствующими аэропортами, будут способствовать устойчивой мобильности на островах, одновременно решая задачи Испании по декарбонизации транспортной отрасли.  В частности, на острове Гран-Канария разработали...
https://zdmira.com/news/na-kanarskikh-ostrovakh-mogut-postroit-zheleznye-dorogi
86"
zd,87
zd,"Поезд «Москва‑2024» поступил в эксплуатацию
   На Московском метрополитене 11 марта 2024 г. введен в эксплуатацию новый поезд «Москва‑2024», построенный на предприятии «Метровагонмаш» (входит в состав «Трансмашхолдинга»).
   Поезд создан специалистами «Трансмашхолдинга» в сотрудничестве с Национальным центром промышленного дизайна и инноваций 2050.ЛАБ и Департаментом транспорта и развития дорожно-транспортной инфраструктуры Москвы специально для Московского метрополитена. Он отличается прежде всего своим дизайном, при этом сохранены ключевые технические преимущества его предшественника — поезда «Москва‑2020»: широкие двери, сквозной проход, понятная...
https://zdmira.com/news/poezd-moskva-2024-postupil-v-ekspluatatsiyu
88"
zd,"Alstom поставит 103 поезда для метро Парижа
   Автономное управление транспорта Парижа (RATP) заказало у компании Alstom 103 дополнительных метропоезда MF19 стоимостью более 800 млн евро. Поезда будут курсировать на линиях 13, 12 и 8 метрополитена Парижа начиная с 2027 г. 
   Контракт является частью рамочного соглашения, подписанного в 2019 г. консорциумом в составе Alstom и Bombardier с Транспортной администрацией Большого Парижа Île‑de‑France Mobilités и RATP. Компания Bombardier Transportation в начале 2021 г. вошла в состав Alstom. Это соглашение предусматривает приобретение до 410 поездов MF19, из которых с учетом нового контракта заказано 147 ед.
   Большинство новых поездов (67 ед.) предназначены для линии 13, на линию 12 приходится...
https://zdmira.com/news/alstom-postavit-103-poezda-dlya-metro-parizha
89"
zd,"Кения получила 430 грузовых вагонов из Китая
   По состоянию на 4 марта 2024 г. государственная железнодорожная корпорация Kenya Railways (KRC) получила 430 грузовых вагонов из Китая: 230 ед. предназначены для современной линии колеи 1435 мм Момбаса — Найроби, 200 ед. — для идущей параллельно железной дороги колеи 1000 мм, построенной в начале 1900‑х годов. Поставка очередной партии является частью общего заказа на 500 вагонов: 300 ед. — колеи 1435 мм и 200 — колеи 1000 мм. Предыдущая партия из 50 ед. колеи 1435 мм была принята корпорацией KRC в феврале 2024 г., остальные вагоны должны прибыть в порт Момбаса в мае 2024 г. 
   Новые вагоны грузоподъемностью от 70 т позволят ускорить вывоз контейнеризованных грузов из порта Момбасы. Они постепенно заменят устаревший подвижной состав, более...
https://zdmira.com/news/keniya-poluchila-430-gruzovykh-vagonov-iz-kitaya
90"
zd,"Aurizon разработает тендер с тяговыми аккумуляторами для грузового локомотива
   Грузовой оператор Aurizon получил от Австралийского агентства по возобновляемой энергии (ARENA) грант в размере 9,4 млн австрал. долл. (6,22 млн долл. США) на разработку, тестирование и эксплуатационные испытания аккумуляторного тендера, который будет использоваться совместно с модернизированным тепловозом. Цель проекта состоит в декарбонизации тяжеловесного движения.
   Выделенный агентством ARENA грант покрывает примерно половину стоимости проекта, остальные средства предоставит Aurizon. К изготовлению тендера и модернизации тепловоза привлечена местная инжиниринговая компания Alta. Кроме аккумуляторных батарей и системы управления ими, в тендере разместят систему охлаждения и преобразователь постоянно-постоянного тока. Предполагается также...
https://zdmira.com/news/aurizon-razrabotaet-tender-s-tyagovymi-akkumulyatorami-dlya-gruzovogo-lokomotiva
91"
zd,"Kombiverkehr вводит в обращение поезд между Роттердамом и Кёльном
   Немецкая логистическая компания Kombiverkehr, специализирующаяся на мультимодальных перевозках, 12 марта 2024 г. вводит в обращение новый грузовой поезд в сообщении Роттердам — Кёльн-Айфельтор. Еженедельно планируется выполнять три рейса по вторникам, четвергам и субботам в обоих направлениях. К перевозке допускаются транспортные единицы габарита P400 с опасными грузами за исключением класса 7. Партнером, предоставляющим  Kombiverkehr тяговые ресурсы в данном сообщении, выступает компания KombiRail Europe.  
   Первый поезд отправится из контейнерного терминала RSC в Валхавене, портовом районе Роттердама, и через 12 ч прибудет...
https://zdmira.com/news/kombiverkehr-vvodit-v-obrashchenie-poezd-mezhdu-rotterdamom-i-kjolnom
92"
zd,"Alstom построит еще 20 метропоездов Movia C30 для Стокгольма
   Alstom и администрация Storstockholms Lokaltrafik (SL) договорились о поставках еще 20 метропоездов серии C30 в рамках заключенного в 2013 г. контракта, предусматривающего заказ на 96 поездов и опцион на 80 ед. В результате число четырехвагонных поездов этой серии на линиях метро шведской столицы увеличится до 116. Начиная с 2019 г. поезда серии C30 на технологической  платформе Movia заменяют на линии Red эксплуатируемые поезда более ранней постройки, в том числе серии C20. Поезда серии C30 также получили допуск к эксплуатации на линиях Blue и Green метро.
   SL реализует программу модернизации эксплуатируемого подвижного состава и приобретения новых поездов с целью наращивания провозной способности метрополитена для перевозок более...
https://zdmira.com/news/alstom-postroit-eshche-20-metropoezdov-movia-c30-dlya-stokgolma
93"
zd,94
zd,"Китай — Европа: железнодорожный транспорт получает стратегическое преимущество
   На фоне геополитических конфликтов, влияющих на безопасность судоходства в Суэцком канале и на Красном море, железнодорожный транспорт демонстрирует стратегические преимущества в доставке грузов между Китаем и Европой. В сложившейся ситуации многие судоходные компании вынуждены выбирать маршрут вокруг Африканского континента, что увеличивает сроки доставки на 14 – 18 сут. 
   По данным Конференции ООН по торговле и развитию (ЮНКТАД), в 2023 г. стоимость транспортировки грузов из Шанхая в европейские страны морским путем увеличилась примерно в 3 раза. В результате доставка грузов железнодорожным транспортом из Чунцина в том же направлении стала на треть...
https://zdmira.com/news/kitaj-evropa-zheleznodorozhnyj-transport-poluchaet-strategicheskoe-preimushchestvo
95"
zd,"ABB поставит в Австралию тяговое оборудование для 65 электропоездов
   Швейцарская компания ABB подписала с южнокорейской Hyundai Rotem контракт стоимостью 150 млн долл. США на поставку и техническое обслуживание силового оборудования для электропоездов, которые будут изготовлены по программе производства подвижного состава в австралийском штате Квинсленд (QTMP). В рамках этого контракта ABB инвестирует 6 млн долл. США в строительство предприятия в Мэриборо (штат Квинсленд), на котором будут собирать и обслуживать тяговые преобразователи, тяговые двигатели и модули тяговых аккумуляторных батарей.
   Контракт на поставку 65 шестивагонных электропоездов был подписан правительством штата Квинсленд с местной многопрофильной группой Downer в июне 2023 г. Их изготовлением займется совместное предприятие с участием Downer и Hyundai Rotem. Все эти поезда должны быть...
https://zdmira.com/news/abb-postavit-v-avstraliyu-tyagovoe-oborudovanie-dlya-65-elektropoezdov
96"
zd,97
zd,"Итоги 10-й недели 2024 года на железных дорогах мира. Самое важное
https://zdmira.com/news/itogi-10-j-nedeli-2024-goda-na-zheleznykh-dorogakh-mira-samoe-vazhnoe
98"
zd,"Talgo отчиталась о рекордных финансовых показателях за 2023 год
   Испанская компания Talgo опубликовала финансовые результаты по итогам работы в 2023 г. В течение года изготовитель подвижного состава получил заказы на сумму более 2,1 млрд евро, что является рекордным показателем для Talgo и привело практически к удвоению портфеля, размер которого достиг 4,223 млрд евро с горизонтом исполнения до 2030 г.  
   Доходы компании за истекший период по сравнению с 2022 г. выросли на 39 %, до 652 млн евро. Показатель EBITDA составил 76,5 млн евро, чистая прибыль — 12,2 млн евро...
https://zdmira.com/news/talgo-otchitalas-o-rekordnykh-finansovykh-pokazatelyakh-za-2023-god
99"
zd,"Инфраструктурные проекты Ирана — акцент на железные дороги
Министерство дорог и городского развития Ирана обнародовало результаты  строительства железнодорожной инфраструктуры в период деятельности 13-го состава правительства (с августа 2021 г). За этот период были завершены пять проектов в области рельсового транспорта, в том числе с выполнением работ на  местности со сложным рельефом. 
   Железная дорога Тегеран — Хамадан — Санандадж протянулась к западу  от столицы на 420 км. Движение на участке Хамадан — Санандадж длиной 151 км было открыто в ноябре 2023 г. Средняя скорость движения поездов на линии составляет 120 км/ч. Ожидается, что в первый год эксплуатации по линии будет перевезено до 300 тыс. пассажиров и 800 тыс. т грузов, через 20 лет эти величины могут достигнуть 600 тыс. чел. и 3 млн т соответственно...
https://zdmira.com/news/infrastrukturnye-proekty-irana-aktsent-na-zheleznye-dorogi
100"
zd,"Завершено строительство третьего моста на линии Дивача — Копер в Словении
   Государственная компания 2TDK, отвечающая за проект строительства новой линии Дивача — Копер длиной 27 км, сообщила о завершении сооружения мостового перехода в долине Виньян. Мост длиной 620 м на опорах высотой до 55 м — крупнейший на линии — соединяет тоннели T7 и T8. Его строительство начали в марте 2022 г. в сложных геологических условиях, включая необходимость устройства фундаментов глубиной до 40 м. 
   Проект новой линии в Копер, единственный морской порт Словении, дополняющей действующую однопутную магистраль, помимо восьми тоннелей, включает еще два мостовых сооружения: виадук в долине Глиншчица построен в 2022 г., в долине Габровица — в конце 2023 г. Проект стоимостью 1,109 млрд евро, помимо национального бюджета, финансируется из...
https://zdmira.com/news/zaversheno-stroitelstvo-tretego-mosta-na-linii-divacha-koper-v-slovenii
101"
zd,"Железнодорожную инфраструктуру Туниса подготовят к росту перевозок фосфоритов
   В Тунисе, столице одноименного государства, подписано соглашение на сумму 55 млн долл. США (около 173 млн тунис. динаров) между тунисским правительством и Саудовским фондом развития (SFD) о финансировании проекта реконструкции железных дорог этой страны, используемых для  перевозок фосфоритов и фосфорных удобрений. 
   Реализация проекта возложена на Национальную железнодорожную компанию Société Nationale des Chemins de Fer Tunisiens (SNCFT). Его общая стоимость  оценивается в 518 млн динаров (примерно 186 млн долл. США).  Завершение проекта позволит сократить расходы на обслуживание железнодорожной инфраструктуры Туниса, стимулировать закупки новых...
https://zdmira.com/news/zheleznodorozhnuyu-infrastrukturu-tunisa-podgotovyat-k-rostu-perevozok-fosforitov
102"
zd,"DB определились с новой стратегией управления движением поездов
   Железные дороги Германии (DB) намерены сосредоточить автоматизированные рабочие места дежурных по станциям в 111 центрах оперативного управления (BSO — Bedienstandorte), распределенных по сети. Для запланированных и уже реализуемых проектов внедрения систем микропроцессорной централизации (МПЦ) цель состоит в размещении АРМов оперативного персонала исключительно в центрах BSO и их оборудовании интегрированной системой автоматизированных рабочих мест. Компьютерное оборудование для реализации логики зависимостей МПЦ сконцентрируют в 52 технических центрах (TSO — Technikstandorte), откуда будет осуществляться управление стрелками и другими напольными устройствами на станциях.
   Центры оперативного управления разместят в унифицированных модульных зданиях, которые могут быть гибко адаптированы под...
https://zdmira.com/news/db-opredelilis-s-novoj-strategiej-upravleniya-dvizheniem-poezdov
103"
zd,"Nokia и Siemens обеспечат связь для линии автоматизированного метро в Сиднее
   Компании Nokia и Siemens Mobility внедрят на линии метро Western Sydney Airport в австралийском Сиднее современную опорную телекоммуникационную сеть IP/MPLS и систему киберзащиты Nokia NetGuard Cybersecurity для обеспечения работы ответственных приложений, таких как система управления движением с обменом информацией по радиоканалу между бортовыми и напольными устройствами и система видеонаблюдения.
   По полностью автоматизированной линии Western Sydney Airport длиной 23 км с шестью станциями будут курсировать 12 беспилотных поездов. Строительство линии, которая соединит Сидней с...
https://zdmira.com/news/nokia-i-siemens-obespechat-svyaz-dlya-linii-avtomatizirovannogo-metro-v-sidnee
104"
zd,105
zd,"«ФГК» и «Уралвагонзавод» представили инновационные восьмиосные полувагоны
   Федеральная грузовая компания (АО «ФГК») и «Уралвагонзавод» («УВЗ»)  представили опытные образцы инновационных восьмиосных полувагонов (двухсекционных полужестких сцепов), разработанных Уральским конструкторским бюро вагоностроения (в составе «УВЗ» входит в Ростех). Вагоны были заказаны Федеральной грузовой компанией по поручению ОАО «РЖД».
   В рамках презентации стороны подписали соглашение о сотрудничестве в части поставки восьмиосных полувагонов модели 12‑5991 (полувагон «УРАЛ» в габарите 1‑Т грузоподъемностью 150 т и объемом кузова 176 м³) и партии восьмиосных полувагонов модели 12‑5992 (полувагон «БАМ» в габарите Тпр грузоподъемностью 151 т и объемом кузова 166 м³). Срок поставки — 2025 г.
   ТАСС со ссылкой на представителей «УВЗ» сообщает, что...
https://zdmira.com/news/fgk-i-uralvagonzavod-predstavili-innovatsionnye-vosmiosnye-poluvagony
106"
zd,"Введен в эксплуатацию очередной участок магистрали Tren Maya
   На полуострове Юкатан в Мексике 29 февраля 2024 г. состоялась торжественная церемония открытия еще одного участка длиной 45,6 км с одной промежуточной станцией на магистрали Tren Maya — от аэропорта Канкун до курорта  Плайя-дель-Кармен. Общее число обслуживаемых станций достигло 24, организовано автобусное сообщение между ними и популярными туристическими объектами.
   В утренние и вечерние часы на этом двухпутном электрифицированном участке выполняются перевозки местных рабочих, а в течение дня курсируют три пары туристических поездов.
   За 70 дней с 15 декабря 2023 г. — дня ввода в эксплуатацию первого участка Tren Maya объем перевозок достиг 64,37 тыс. чел., при этом...
https://zdmira.com/news/vveden-v-ekspluatatsiyu-ocherednoj-uchastok-magistrali-tren-maya
107"
zd,"Amtrak заключил контракт на строительство первого из шести запланированных депо
   Национальный пассажирский оператор США Amtrak заключил контракт на  проектирование и строительство первого из шести запланированных вагонных депо в рамках модернизации системы технического обслуживания в условиях замены устаревших вагонов и перехода на новый подвижной состав. 
   Проектированием и строительством этого депо на принадлежащей Amtrak станции Пенн Коуч в Филадельфии займется корпорация Herzog Contracting. 
   Депо будет обслуживать подвижной состав большинства поездов Amtrak, курсирующих по Северо-восточному коридору под брендами Acela и Northeast Regional. В этом коридоре ежегодно совершается более...
https://zdmira.com/news/amtrak-zaklyuchil-kontrakt-na-stroitelstvo-pervogo-iz-shesti-zaplanirovannykh-depo
108"
zd,"Железные дороги Казахстана расширяют партнерство с Китаем и Россией
   С начала 2024 г. железные дороги Казахстана (ҚТЖ) подписали с логистическими компаниями китайских регионов Сиань, Цзянсу, Пекин, Чжэнчжоу и Чунцин соглашения на пропуск 3500 транзитных поездов с 350 тыс TEU. В частности, в конце февраля 2024 г. KTZ Express — дочерняя структура ҚТЖ и логистическая компания Yuxinou из Чунцина договорились о пропуске 200 поездов с 20 тыс. TEU. В 2024 г. Yuxinou и ҚТЖ совместно организовали сервис доставки по Транскаспийскому международному транспортному маршруту (ТМТМ) из Чунцина в Поти (Грузия) с транзитным временем 14 сут.
   Компания Yuxinou с годовым объемом отправки более 2500 поездов является крупнейшим логистическим оператором в городе Чунцин — основном экспортере...
https://zdmira.com/news/zheleznye-dorogi-kazakhstana-rasshiryayut-partnerstvo-s-kitaem-i-rossiej
109"
zd,"PKP Intercity назвал поставщика 300 пассажирских вагонов
   Польский национальный оператор пассажирских перевозок PKP Intercity по итогам тендера, открытого в ноябре 2022 г., выбрал поставщиком 300 пассажирских вагонов компанию H. Cegielski Fabryka Pojazdow Szynowych, предложившую более низкую цену по каждой из семи позиций, чем второй участник конкурса — компания Newag. Этот заказ с опционом, допускающим приобретение еще 150 ед., является крупнейшим в истории PKP Intercity. Контракт на поставку 300 вагонов для движения с максимальной скоростью до 200 км/ч оценивается в 4,2 млрд злотых (982 млн евро), при использовании опциона его цена увеличится до 6,35 млрд злотых (1,47 млрд евро).
   Заказ включает 38 вагонов первого класса, 198 — второго (в четырех модификациях), 38 вагонов-ресторанов и 26 вагонов со спальными местами. Из этих вагонов планируется...
https://zdmira.com/news/pkp-intercity-nazval-postavshchika-300-passazhirskikh-vagonov
110"
zd,"Stadler построит пусконаладочный центр в Хеннигсдорфе
   Компания Stadler планирует открыть в 2027 г. новый пусконаладочный центр для моторвагонных поездов в Хеннигсдорфе, расположенном в пригороде Берлина. Швейцарский изготовитель приобрел участок площадью 46 тыс. м², на котором разместится цех для статических испытаний и пусконаладочных работ с путями общей длиной 1314 м, а также будет построен путь длиной 744 м для динамических испытаний. Этот путь оснастят контактной сетью для региональных поездов и контактным рельсом для поездов метро и городских железных дорог. 
   Новый центр оборудуют системой тягового электроснабжения, обеспечивающей подачу в контактную сеть и контактный рельс переменного или постоянного тока требуемого напряжения. В пусконаладочном центре в Хеннигсдорфе будет занято...
https://zdmira.com/news/stadler-postroit-puskonaladochnyj-tsentr-v-khennigsdorfe
111"
zd,"В столице Нигерии открыт первый участок пригородной линии Red
   Президент Нигерии Бола Тинубу 29 февраля 2024 г. в столице страны Лагосе открыл первую очередь пригородной линии Red. Президент также принял участие в подписании с китайской корпорацией China Civil Engineering Construction (CCECC) контракта на сооружение второй очереди линии Red. 
   Строительство первого участка Агбадо — Ойингбо длиной 26,3 км с восемью станциями осуществлялось также силами CCECC начиная с 2021 г. На втором этапе он будет продлен на 11 км до станции Марина на линии Blue, первая очередь которой была открыта в январе 2023 г. Планируется также строительство ветки до Международного аэропорта имени Мурталы Мохаммеда.
   Эта очередь линии Red имеет общий участок с магистралью колеи...
https://zdmira.com/news/v-stolitse-nigerii-otkryt-pervyj-uchastok-prigorodnoj-linii-red
112"
zd,"Частный оператор Kevin Speed получил нитки графика на высокоскоростных линиях Франции
   Оператор Kevin Speed подписал рамочный договор с SNCF Réseau — оператором железнодорожной инфраструктуры Франции, который гарантирует предоставление ему ниток графика на высокоскоростных линиях, соединяющих Париж с Лиллем, Страсбургом и Лионом. Для перевозок пассажиров оператор намерен использовать 20 высокоскоростных электропоездов постройки Alstom, испытательные поездки которых планируют начать в 2026 г., а коммерческую эксплуатацию — в конце 2028 г.
   Это первый во Франции рамочный договор о доступе к железнодорожной инфраструктуре (Track Access Framework Agreement — TAFA) для высокоскоростного движения, заключенный после достижения соглашения между французским правительством и SNCF Réseau об открытии рынка пассажирских перевозок для негосударственных операторов и частного капитала. Договор подписан...
https://zdmira.com/news/chastnyj-operator-kevin-speed-poluchil-nitki-grafika-na-vysokoskorostnykh-liniyakh-frantsii
113"
zd,"Network Rail реконструировал уникальный поворотный железнодорожный мост
   Оператор инфраструктуры железных дорог Великобритании Network Rail выполнил рассчитанную на 9 сут программу по реконструкции единственного в стране железнодорожного моста с поворотным пролетным строением через канал Стайнфорт энд Кедби. Оригинальный мост, построенный в 1860‑х годах, в 1925 г. был переустроен в поворотный. По нему проходит железнодорожная линия, связывающая Донкастер со Сканторпом и Линкольнширом на побережье Северного моря и относящаяся к числу самых грузонапряженных в стране.  
   Завершенный 26 февраля 2024 г. проект включал укрепление северной стенки канала железобетонной плитой массой 24,5 т. Чтобы создать условия для безопасного выполнения работ командой в составе 100 чел., потребовалось...
https://zdmira.com/news/network-rail-rekonstruiroval-unikalnyj-povorotnyj-zheleznodorozhnyj-most
114"
zd,115
zd,"Железные дороги Узбекистана форсируют инфраструктурные проекты
   В Узбекистане 29 февраля 2024 г. сдан в эксплуатацию автомобильно-железнодорожный мост длиной 423 м через реку Амударья, который соединил Амударьинский район (Республика Каракалпакстан, Узбекистан) с сетью железных дорог страны и позволил отказаться от использования автомобильной понтонной переправы. Мост является составной частью железнодорожной линии Шавкат — Караузяк протяженностью 85 км, на которой расположены три пассажирские станции, три поста централизации и 20 переездов, в том числе два охраняемых.
   Новый мост, рассчитанный на пропуск до 12 тыс. автомобилей и 24 пар поездов в сутки, сократил протяженность железнодорожного маршрута между конечными станциями на 180 км, а время доставки грузов — до 6 ч. Это позволит удвоить годовой объем перевозок грузов и снизить...
https://zdmira.com/news/zheleznye-dorogi-uzbekistana-forsiruyut-infrastrukturnye-proekty
116"
zd,"Rail Vision присоединилась к партнерской программе NVIDIA в сфере ИИ
   Израильская компания Rail Vision присоединилась к партнерской программе Metropolis компании NVIDIA, которая направлена на создание экосистемы приложений на основе одноименного фреймворка. Rail Vision рассчитывает, что участие в программе будет способствовать продвижению ее бортовых систем с оптическими датчиками и искусственным интеллектом, позволяющих обнаруживать и классифицировать препятствия на железнодорожном пути и вблизи от него.
   Rail Vision использует в своих системах Main Line (для магистральных линий) и Switch Yard (для маневровой работы) встраиваемые модули NVIDIA Jetson и другие...
https://zdmira.com/news/rail-vision-prisoedinilas-k-partnerskoj-programme-nvidia-v-sfere-ii
117"
zd,"Siemens Mobility построит новое предприятие в Великобритании
   Компания Siemens Mobility объявила о намерении инвестировать 115 млн евро в создание современного предприятия в Чиппенхеме на юго-востоке Англии, которое займется производством продукции для железнодорожной инфраструктуры. В составе предприятия предусмотрен также центр исследований и разработок в области систем управления и обеспечения безопасности движения поездов. 
   Новое предприятие в 2026 г. заменит расположенный в этом городе завод, владельцем которого Siemens стала после приобретения железнодорожного бизнеса британской компании Invensys. Завод основан в 1897 г. и поставляет средства ЖАТ для британских проектов Siemens Mobility, включая...
https://zdmira.com/news/siemens-mobility-postroit-novoe-predpriyatie-v-velikobritanii
118"
